split,dataset,query_id,group,depth,initial_f1,pre_f1,post_f1,observed_delta,resolved_count,unresolved_count,resolved_fraction,evidence_support_count,support_per_resolved,answer_token_count,answer_char_count,reasoning_progress_token_count,reasoning_progress_char_count,next_information_need_token_count,next_search_query_token_count,cot_step_count,cot_token_count,passage_count,unique_passage_ratio,unique_title_ratio,evidence_vocab_size,retrieval_score_mean,retrieval_score_max,retrieval_score_std,question_query_jaccard,question_answer_jaccard,answer_evidence_jaccard,query_evidence_jaccard,progress_evidence_jaccard,need_evidence_jaccard,support_evidence_jaccard,answer_support_jaccard,unresolved_query_jaccard,resolved_evidence_jaccard,unresolved_evidence_jaccard,mu,v_hat,dynamic_benefit,adaptive_score,historical_native_u,historical_raser,historical_benefit,historical_direct_gain_et,historical_idr,provider_tokens,latency_ms
independent-evaluation,musique,2hop__220241_72962,musique::2hop__220241_72962,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,7.0,38.0,282.0,22.0,9.0,2.0,54.0,12.0,1.0,0.6666666666666666,482.0,27.94321508333333,33.398113,5.096602757081875,0.26666666666666666,0.0,0.0,0.016563146997929608,0.04627766599597585,0.03490759753593429,0.08488612836438923,0.0,0.23809523809523808,0.0,0.022540983606557378,0.013661111111111107,0.09763364463317986,0.11598318422758847,0.20295101404190063,-1398.0,-1305.0,-1040.0,-1582.0,-1487.0,3377.0,16710.15229999466
independent-evaluation,musique,2hop__22148_22183,musique::2hop__22148_22183,1.0,0.67,0.67,0.67,0.0,2.0,0.0,1.0,2.0,1.0,2.0,14.0,40.0,370.0,21.0,8.0,1.0,40.0,6.0,1.0,0.5,337.0,38.835735166666666,41.952843,2.2264010713892355,0.17647058823529413,0.07692307692307693,0.005934718100890208,0.020710059171597635,0.06497175141242938,0.040697674418604654,0.0855457227138643,0.06451612903225806,0.0,0.03823529411764706,0.0,0.15256666666666666,-0.010922451005813986,0.029392028802687795,0.8700814247131348,-1065.0,-1387.0,-1198.0,-1231.0,-1367.0,2280.0,16897.440100001404
independent-evaluation,musique,2hop__22148_22183,musique::2hop__22148_22183,2.0,0.67,0.67,0.67,0.0,2.0,0.0,1.0,2.0,1.0,2.0,14.0,36.0,299.0,24.0,8.0,2.0,51.0,9.0,1.0,0.3333333333333333,468.0,44.598165111111115,58.32774,8.399372355594256,0.3333333333333333,0.07692307692307693,0.004273504273504274,0.014925373134328358,0.04564315352697095,0.031446540880503145,0.06170212765957447,0.06451612903225806,0.0,0.027600849256900213,0.0,0.013661111111111107,0.012367081404417982,0.02446286525897316,0.27486810088157654,-1065.0,-1387.0,-1198.0,-1231.0,-1367.0,2501.0,24810.85219999659
independent-evaluation,musique,2hop__22215_22235,musique::2hop__22215_22235,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,7.0,29.0,233.0,14.0,6.0,1.0,29.0,6.0,1.0,1.0,247.0,37.870458666666664,43.389076,2.8578084302639253,0.42857142857142855,0.0,0.0,0.012,0.049429657794676805,0.027559055118110236,0.0,0.0,0.42857142857142855,0.0,0.027559055118110236,0.15256666666666666,0.14299327348705249,0.18330918781289837,0.8446096181869507,-804.0,-771.0,-760.0,-602.0,-544.0,1504.0,14068.112799999653
independent-evaluation,musique,2hop__22215_22235,musique::2hop__22215_22235,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,7.0,34.0,286.0,15.0,7.0,2.0,36.0,6.0,1.0,1.0,247.0,37.870458666666664,43.389076,2.8578084302639253,0.3125,0.0,0.0,0.01195219123505976,0.048507462686567165,0.031496062992125984,0.0,0.0,0.2631578947368421,0.0,0.03529411764705882,0.013661111111111107,0.018857732368243823,0.03884525762212624,0.38483136892318726,-804.0,-771.0,-760.0,-602.0,-544.0,1460.0,10178.378599994176
independent-evaluation,musique,2hop__22368_63835,musique::2hop__22368_63835,1.0,0.73,0.73,0.73,0.0,2.0,1.0,0.6666666666666666,3.0,1.5,5.0,44.0,49.0,520.0,23.0,10.0,1.0,49.0,6.0,1.0,0.6666666666666666,263.0,34.32170383333333,39.37016,3.392783052916313,0.16,0.09090909090909091,0.019011406844106463,0.03409090909090909,0.10638297872340426,0.05925925925925926,0.0,0.0,0.21052631578947367,0.04150943396226415,0.029850746268656716,0.15256666666666666,0.07422590242513398,0.1757365302865854,0.6454914808273315,-1190.0,-980.0,-884.0,-1098.0,-1352.0,3054.0,22777.205899990804
independent-evaluation,musique,2hop__22368_63835,musique::2hop__22368_63835,2.0,0.73,0.73,0.73,0.0,3.0,1.0,0.75,3.0,1.0,5.0,44.0,41.0,409.0,18.0,10.0,2.0,60.0,11.0,1.0,0.45454545454545453,420.0,45.47329754545454,60.963974,12.518397115055944,0.20833333333333334,0.09090909090909091,0.011904761904761904,0.023809523809523808,0.06466512702078522,0.03546099290780142,0.10638297872340426,0.10416666666666667,0.35,0.047058823529411764,0.030660377358490566,0.013661111111111107,0.04945905058255829,0.09641796459719948,0.19168362021446228,-1190.0,-980.0,-884.0,-1098.0,-1352.0,3732.0,24294.964699998673
independent-evaluation,musique,2hop__224515_112624,musique::2hop__224515_112624,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.25,1.0,1.0,1.0,7.0,28.0,193.0,15.0,5.0,1.0,28.0,6.0,1.0,1.0,235.0,23.047785666666666,28.98026,2.806344375395072,0.15384615384615385,0.0,0.0,0.012658227848101266,0.04365079365079365,0.02880658436213992,0.036885245901639344,0.0,0.21052631578947367,0.029787234042553193,0.036885245901639344,0.15256666666666666,0.2422447690340276,0.25011381942054217,0.8676967620849609,-393.0,-391.0,-734.0,-880.0,-176.0,2393.0,16219.092999999702
independent-evaluation,musique,2hop__224515_112624,musique::2hop__224515_112624,2.0,0.0,0.0,1.0,1.0,1.0,3.0,0.25,1.0,1.0,1.0,7.0,52.0,507.0,14.0,5.0,2.0,64.0,12.0,1.0,0.8333333333333334,506.0,22.764605166666666,30.224884,3.2281081567699172,0.15384615384615385,0.0,0.0,0.007889546351084813,0.056818181818181816,0.01761252446183953,0.04339250493096647,0.0,0.22727272727272727,0.00984251968503937,0.02524271844660194,0.013661111111111107,0.07837152370795605,0.0800907091704305,0.2708377540111542,-393.0,-391.0,-734.0,-880.0,-176.0,2587.0,26017.77199999924
independent-evaluation,musique,2hop__225140_826724,musique::2hop__225140_826724,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,2.0,13.0,32.0,302.0,14.0,4.0,1.0,32.0,6.0,1.0,1.0,151.0,28.921250166666667,48.566017,9.46903084504383,0.21428571428571427,0.07142857142857142,0.013245033112582781,0.019736842105263157,0.10240963855421686,0.050955414012738856,0.0,0.0,0.23076923076923078,0.03896103896103896,0.06535947712418301,0.15256666666666666,0.08396495209972099,0.21257595474647403,0.7599053382873535,-1602.0,-1333.0,-826.0,-1024.0,-1345.0,1548.0,18093.34529998887
independent-evaluation,musique,2hop__225140_826724,musique::2hop__225140_826724,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,2.0,13.0,31.0,288.0,17.0,4.0,2.0,35.0,8.0,1.0,1.0,218.0,26.93257625,48.566017,8.895643302483256,0.21428571428571427,0.07142857142857142,0.009174311926605505,0.01834862385321101,0.07792207792207792,0.053811659192825115,0.1,0.08333333333333333,0.3333333333333333,0.05454545454545454,0.04072398190045249,0.013661111111111107,-0.008337445406080047,0.00925843299719807,0.5082724094390869,-1602.0,-1333.0,-826.0,-1024.0,-1345.0,1624.0,18391.36200000212
independent-evaluation,musique,2hop__227249_61424,musique::2hop__227249_61424,1.0,0.19,0.19,0.11,-0.08,1.0,1.0,0.5,1.0,1.0,19.0,128.0,27.0,212.0,18.0,8.0,1.0,27.0,6.0,1.0,1.0,166.0,28.714010833333333,32.34106,1.8872812655427043,0.23529411764705882,0.391304347826087,0.05113636363636364,0.011627906976744186,0.04891304347826087,0.033707865168539325,0.04046242774566474,0.13793103448275862,0.21052631578947367,0.03571428571428571,0.016853932584269662,0.15256666666666666,0.13692955412566202,0.368898025496544,0.8351657390594482,-397.0,-474.0,-484.0,-611.0,-739.0,2218.0,18267.125600003055
independent-evaluation,musique,2hop__227249_61424,musique::2hop__227249_61424,2.0,0.19,0.11,0.23,0.12000000000000001,1.0,1.0,0.5,2.0,2.0,16.0,133.0,40.0,331.0,19.0,9.0,2.0,52.0,12.0,1.0,0.8333333333333334,402.0,28.4268745,32.39409,3.116092847557806,0.1,0.11538461538461539,0.01951219512195122,0.014814814814814815,0.05995203836930456,0.029339853300733496,0.0,0.0,0.47058823529411764,0.009925558312655087,0.02702702702702703,0.013661111111111107,0.14452825534389924,0.3958687732297958,0.31028440594673157,-397.0,-474.0,-484.0,-611.0,-739.0,3940.0,34168.41029999341
independent-evaluation,musique,2hop__229724_85512,musique::2hop__229724_85512,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,1.0,0.5,3.0,13.0,37.0,320.0,27.0,10.0,1.0,37.0,6.0,1.0,0.8333333333333334,384.0,26.1491475,39.387466,5.994433499609528,0.6428571428571429,0.0,0.0078125,0.02072538860103627,0.06313131313131314,0.04314720812182741,0.06753246753246753,0.1111111111111111,0.2,0.04909560723514212,0.02313624678663239,0.15256666666666666,0.07159277098002326,0.12397440983509099,0.815169095993042,-1471.0,-983.0,-1055.0,-1511.0,-792.0,3177.0,16303.353499999503
independent-evaluation,musique,2hop__229724_85512,musique::2hop__229724_85512,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,3.0,13.0,38.0,379.0,21.0,5.0,2.0,52.0,9.0,1.0,0.7777777777777778,530.0,29.981167,39.387466,7.322401857811002,0.125,0.0,0.005660377358490566,0.007532956685499058,0.04220183486238532,0.022263450834879406,0.04896421845574388,0.1111111111111111,0.25,0.020637898686679174,0.022304832713754646,0.013661111111111107,0.0351111800830012,0.09557962464401996,0.20576617121696472,-1471.0,-983.0,-1055.0,-1511.0,-792.0,3998.0,17189.362899989646
independent-evaluation,musique,2hop__23133_67550,musique::2hop__23133_67550,1.0,0.0,0.0,0.22,0.22,1.0,1.0,0.5,2.0,2.0,1.0,7.0,31.0,210.0,9.0,6.0,1.0,31.0,6.0,1.0,0.8333333333333334,224.0,31.583372833333332,36.01967,2.2239661955857453,0.05263157894736842,0.0,0.0,0.008771929824561403,0.04938271604938271,0.013043478260869565,0.0,0.0,0.3,0.022123893805309734,0.022123893805309734,0.15256666666666666,0.42262169761242735,0.5879957716591725,0.9046903848648071,-806.0,-177.0,-724.0,-889.0,-199.0,2976.0,34720.14890000719
independent-evaluation,musique,2hop__23133_67550,musique::2hop__23133_67550,2.0,0.0,0.22,0.11,-0.11,3.0,2.0,0.6,2.0,0.6666666666666666,9.0,59.0,38.0,297.0,17.0,6.0,2.0,61.0,12.0,1.0,0.8333333333333334,495.0,28.48770175,36.01967,3.87388844734521,0.05263157894736842,0.045454545454545456,0.01818181818181818,0.010080645161290322,0.047151277013752456,0.017892644135188866,0.22736418511066397,0.05982905982905983,0.2222222222222222,0.03815261044176707,0.017928286852589643,0.013661111111111107,0.07418551061327486,0.261580516632677,0.2097269594669342,-806.0,-177.0,-724.0,-889.0,-199.0,3731.0,24430.02169999818
independent-evaluation,musique,2hop__23133_71774,musique::2hop__23133_71774,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,45.0,385.0,17.0,7.0,1.0,45.0,6.0,1.0,1.0,293.0,19.171669,21.623127,1.1704969589326861,0.5,0.0,0.0,0.013513513513513514,0.06289308176100629,0.029900332225913623,0.0,0.0,0.35294117647058826,0.0,0.033444816053511704,0.15256666666666666,0.012926831759352912,0.02681174067350346,0.8583594560623169,-1015.0,-779.0,-656.0,-283.0,-808.0,2674.0,29546.500199998263
independent-evaluation,musique,2hop__23133_71774,musique::2hop__23133_71774,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,8.0,47.0,27.0,210.0,14.0,8.0,2.0,56.0,12.0,1.0,0.5833333333333334,529.0,22.419608916666668,30.25882,3.926300167064631,0.1875,0.11764705882352941,0.0075046904315197,0.0075046904315197,0.025830258302583026,0.014953271028037384,0.0,0.0,0.4,0.011342155009451797,0.005639097744360902,0.013661111111111107,0.1425640336578535,0.27410262006900676,0.2515776455402374,-1015.0,-779.0,-656.0,-283.0,-808.0,3658.0,19995.116699996288
independent-evaluation,musique,2hop__23203_23140,musique::2hop__23203_23140,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,35.0,267.0,19.0,9.0,1.0,35.0,6.0,1.0,0.5,155.0,45.335016,63.789696,8.34950795638162,0.2727272727272727,0.0,0.0,0.018633540372670808,0.08571428571428572,0.06097560975609756,0.0,0.0,0.2727272727272727,0.0,0.06097560975609756,0.15256666666666666,0.10574031338065132,0.1493479324704838,0.8591314554214478,-598.0,-423.0,-593.0,-687.0,-695.0,3377.0,14491.007500000705
independent-evaluation,musique,2hop__23203_23140,musique::2hop__23203_23140,2.0,0.0,0.0,0.67,0.67,0.0,2.0,0.0,1.0,1.0,1.0,7.0,25.0,179.0,13.0,5.0,2.0,45.0,12.0,1.0,0.75,600.0,37.99712958333333,63.789696,9.650780980875584,0.2,0.0,0.0,0.008333333333333333,0.03135313531353135,0.014900662251655629,0.0,0.0,0.2,0.0,0.023140495867768594,0.013661111111111107,0.05278713534475255,0.09623438385291548,0.28252479434013367,-598.0,-423.0,-593.0,-687.0,-695.0,4140.0,14305.716400005622
independent-evaluation,musique,2hop__232747_63644,musique::2hop__232747_63644,1.0,0.57,0.57,1.0,0.43000000000000005,1.0,2.0,0.3333333333333333,2.0,2.0,5.0,30.0,39.0,328.0,23.0,9.0,1.0,39.0,6.0,1.0,0.8333333333333334,187.0,33.02110033333334,43.99,7.530471767625955,0.35294117647058826,0.0,0.026737967914438502,0.037037037037037035,0.1188118811881188,0.07692307692307693,0.10582010582010581,0.22727272727272727,0.3,0.06349206349206349,0.0625,0.15256666666666666,0.03951437739713724,0.14608065625102154,0.7507534027099609,-1464.0,-1222.0,-1614.0,-1715.0,-696.0,1959.0,20305.247399992368
independent-evaluation,musique,2hop__232747_63644,musique::2hop__232747_63644,2.0,0.57,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,2.0,15.0,33.0,373.0,19.0,11.0,2.0,46.0,10.0,1.0,0.9,267.0,31.869919200000002,43.99,6.0748980170323,0.25,0.0,0.00749063670411985,0.03731343283582089,0.07913669064748201,0.051470588235294115,0.1449814126394052,0.04878048780487805,0.5,0.05925925925925926,0.04814814814814815,0.013661111111111107,-0.0007297405243481897,0.012387880363775984,0.13252726197242737,-1464.0,-1222.0,-1614.0,-1715.0,-696.0,2556.0,22730.976999999257
independent-evaluation,musique,2hop__236626_61952,musique::2hop__236626_61952,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,34.0,318.0,15.0,8.0,1.0,34.0,6.0,1.0,1.0,214.0,28.255609166666666,44.73227,7.549415624596458,0.2222222222222222,0.0,0.0,0.02304147465437788,0.08296943231441048,0.045662100456621,0.17209302325581396,0.0,0.42857142857142855,0.046511627906976744,0.041474654377880185,0.15256666666666666,0.23952577824751897,0.28245386855515137,0.8593478202819824,-264.0,-666.0,-990.0,-911.0,-460.0,2066.0,14990.345199999865
independent-evaluation,musique,2hop__236626_61952,musique::2hop__236626_61952,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,4.0,29.0,25.0,160.0,25.0,8.0,2.0,42.0,12.0,1.0,0.5,289.0,29.900455833333332,44.73227,5.600689896955566,0.2222222222222222,0.0,0.003424657534246575,0.020618556701030927,0.05723905723905724,0.04666666666666667,0.0,0.0,0.5,0.037800687285223365,0.023972602739726026,0.013661111111111107,0.022685180431146805,0.08069198831111603,0.20124900341033936,-264.0,-666.0,-990.0,-911.0,-460.0,2184.0,18834.731499991904
independent-evaluation,musique,2hop__240053_776926,musique::2hop__240053_776926,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,10.0,37.0,378.0,16.0,8.0,1.0,37.0,6.0,1.0,1.0,193.0,39.47469816666667,45.025284,2.835807648919817,0.23529411764705882,0.0,0.010362694300518135,0.03608247422680412,0.09004739336492891,0.06091370558375635,0.09278350515463918,0.10526315789473684,0.21428571428571427,0.020512820512820513,0.035897435897435895,0.15256666666666666,0.08834087233102045,0.18048987797740307,0.7661693096160889,-1498.0,-1171.0,-751.0,-1134.0,-812.0,2073.0,15684.698999997636
independent-evaluation,musique,2hop__240053_776926,musique::2hop__240053_776926,2.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,2.0,2.0,2.0,12.0,32.0,279.0,16.0,8.0,2.0,51.0,12.0,1.0,1.0,256.0,35.642469,45.025284,4.596799574359988,0.23529411764705882,0.0,0.0078125,0.03125,0.07063197026022305,0.034220532319391636,0.10852713178294573,0.06666666666666667,0.45454545454545453,0.02734375,0.023255813953488372,0.013661111111111107,0.08714690985030989,0.04987972510805326,0.33774328231811523,-1498.0,-1171.0,-751.0,-1134.0,-812.0,2413.0,17641.113899997436
independent-evaluation,musique,2hop__240124_77937,musique::2hop__240124_77937,1.0,0.0,0.0,0.67,0.67,1.0,1.0,0.5,1.0,1.0,1.0,7.0,17.0,115.0,11.0,8.0,1.0,17.0,6.0,1.0,1.0,171.0,24.348805833333333,26.281736,1.6104286692817136,0.047619047619047616,0.0,0.0,0.022857142857142857,0.056179775280898875,0.03409090909090909,0.14534883720930233,0.0,0.46153846153846156,0.05263157894736842,0.04597701149425287,0.15256666666666666,0.43047592415091074,0.5381562702789374,0.8244445323944092,-925.0,-406.0,-59.0,-204.0,-329.0,2744.0,22178.50979999639
independent-evaluation,musique,2hop__240124_77937,musique::2hop__240124_77937,2.0,0.0,0.67,1.0,0.32999999999999996,2.0,1.0,0.6666666666666666,3.0,1.5,6.0,32.0,45.0,320.0,24.0,8.0,2.0,50.0,12.0,1.0,0.8333333333333334,420.0,32.667325749999996,42.95028,8.48581995053448,0.0,0.0,0.014285714285714285,0.01904761904761905,0.0763888888888889,0.04225352112676056,0.0,0.0,0.25,0.04265402843601896,0.02127659574468085,0.013661111111111107,0.007414099753122882,0.07318705034461337,0.1985160857439041,-925.0,-406.0,-59.0,-204.0,-329.0,3109.0,27477.885200001765
independent-evaluation,musique,2hop__242976_471321,musique::2hop__242976_471321,1.0,0.67,0.67,0.67,0.0,2.0,0.0,1.0,1.0,0.5,2.0,16.0,31.0,296.0,9.0,5.0,1.0,31.0,6.0,1.0,1.0,187.0,24.929016166666667,37.160988,5.685259378373528,0.14285714285714285,0.0,0.005319148936170213,0.02127659574468085,0.07920792079207921,0.031578947368421054,0.10638297872340426,0.045454545454545456,0.0,0.041666666666666664,0.0,0.15256666666666666,0.00452953743137954,0.010866111705386362,0.7331924438476562,-1426.0,-1285.0,-1562.0,-1683.0,-1290.0,2108.0,31200.224000000162
independent-evaluation,musique,2hop__242976_471321,musique::2hop__242976_471321,2.0,0.67,0.67,0.67,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,2.0,16.0,31.0,321.0,22.0,8.0,2.0,48.0,12.0,1.0,0.6666666666666666,311.0,26.985114583333335,37.160988,5.1140461713182574,0.05555555555555555,0.0,0.006430868167202572,0.022435897435897436,0.049079754601226995,0.050473186119873815,0.13738019169329074,0.044444444444444446,0.3684210526315789,0.05144694533762058,0.04113924050632911,0.013661111111111107,0.0011224673061524279,0.02564187706735252,0.6024568676948547,-1426.0,-1285.0,-1562.0,-1683.0,-1290.0,2666.0,19184.37499999709
independent-evaluation,musique,2hop__243_261307,musique::2hop__243_261307,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,7.0,29.0,220.0,10.0,5.0,1.0,29.0,6.0,1.0,0.16666666666666666,376.0,34.8479645,38.09238,2.0711821490049074,0.23529411764705882,0.0,0.0,0.007936507936507936,0.04922279792746114,0.018469656992084433,0.03978779840848806,0.0,0.5555555555555556,0.026525198938992044,0.0158311345646438,0.15256666666666666,0.3338172055647185,0.448591800620899,0.743781566619873,-106.0,-178.0,-1554.0,-1704.0,-429.0,3264.0,17543.858800003363
independent-evaluation,musique,2hop__243_261307,musique::2hop__243_261307,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,2.0,2.0,13.0,31.0,253.0,27.0,7.0,2.0,47.0,12.0,1.0,0.3333333333333333,762.0,29.751650583333333,38.09238,6.22177494019648,0.045454545454545456,0.0,0.0026246719160104987,0.009186351706036745,0.0258732212160414,0.02069857697283312,0.0,0.0,0.15384615384615385,0.014397905759162303,0.007853403141361256,0.013661111111111107,0.09217973671487978,0.15573958119463674,0.2199213057756424,-106.0,-178.0,-1554.0,-1704.0,-429.0,3963.0,20172.83049999969
independent-evaluation,musique,2hop__24408_677577,musique::2hop__24408_677577,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,57.0,475.0,21.0,8.0,1.0,57.0,6.0,1.0,1.0,242.0,23.843990666666667,25.092793,0.9931833047800842,0.35294117647058826,0.0,0.0,0.02459016393442623,0.11152416356877323,0.04780876494023904,0.0,0.0,0.3333333333333333,0.0,0.044534412955465584,0.15256666666666666,0.019183758452902787,0.034864301092784065,0.8943561315536499,-90.0,-835.0,-1593.0,-1686.0,-615.0,2094.0,16625.32640000427
independent-evaluation,musique,2hop__24408_677577,musique::2hop__24408_677577,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,7.0,48.0,388.0,19.0,6.0,2.0,71.0,11.0,1.0,0.9090909090909091,370.0,23.912646,25.479355,1.1036376173224125,0.3125,0.0,0.0,0.010752688172043012,0.0663265306122449,0.03183023872679045,0.0,0.0,0.22727272727272727,0.0,0.0316622691292876,0.013661111111111107,0.05705032920669078,0.08424934800695331,0.6344137787818909,-90.0,-835.0,-1593.0,-1686.0,-615.0,2755.0,22625.136900001962
independent-evaluation,musique,2hop__24408_776856,musique::2hop__24408_776856,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.6,2.0,0.6666666666666666,3.0,28.0,32.0,279.0,14.0,6.0,1.0,32.0,6.0,1.0,1.0,273.0,25.489353333333334,26.685322,0.7245737984124793,0.2222222222222222,0.05555555555555555,0.01098901098901099,0.01824817518248175,0.07394366197183098,0.036101083032490974,0.13454545454545455,0.07692307692307693,0.2222222222222222,0.03663003663003663,0.04332129963898917,0.15256666666666666,0.027082196158723565,0.11866210578207488,0.831464946269989,-1018.0,-1046.0,-1148.0,-1396.0,-1101.0,2318.0,17162.44309999456
independent-evaluation,musique,2hop__24408_776856,musique::2hop__24408_776856,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,0.5,3.0,28.0,34.0,302.0,16.0,7.0,2.0,47.0,12.0,1.0,1.0,397.0,29.892193416666665,36.33629,4.500298348497656,0.09523809523809523,0.05555555555555555,0.007556675062972292,0.01507537688442211,0.043583535108958835,0.029925187032418952,0.04,0.15789473684210525,0.0,0.04534005037783375,0.0,0.013661111111111107,0.014903925663554595,0.03514543771133773,0.49107441306114197,-1018.0,-1046.0,-1148.0,-1396.0,-1101.0,2702.0,19155.13820000342
independent-evaluation,musique,2hop__247946_539716,musique::2hop__247946_539716,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,13.0,17.0,197.0,19.0,7.0,1.0,17.0,6.0,1.0,1.0,101.0,31.309867166666667,40.702137,4.761823202471067,0.1111111111111111,0.07142857142857142,0.019801980198019802,0.04854368932038835,0.11320754716981132,0.10091743119266056,0.2621359223300971,0.06896551724137931,0.0,0.08490566037735849,0.0,0.15256666666666666,-0.009120942152930257,0.017069056998336083,0.8615762591362,-159.0,-532.0,-388.0,-766.0,-348.0,1425.0,16109.41759999696
independent-evaluation,musique,2hop__247946_539716,musique::2hop__247946_539716,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,13.0,23.0,203.0,20.0,7.0,2.0,25.0,9.0,1.0,1.0,169.0,33.21856977777778,40.702137,4.764327825969105,0.17647058823529413,0.07142857142857142,0.011834319526627219,0.03529411764705882,0.0847457627118644,0.055865921787709494,0.05813953488372093,0.15384615384615385,0.0,0.08187134502923976,0.0,0.013661111111111107,-0.0028714661048675322,0.007976826628087132,0.6401551365852356,-159.0,-532.0,-388.0,-766.0,-348.0,1719.0,27938.98039999476
independent-evaluation,musique,2hop__253914_71986,musique::2hop__253914_71986,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.6,2.0,0.6666666666666666,2.0,12.0,36.0,314.0,15.0,7.0,1.0,36.0,6.0,1.0,0.8333333333333334,185.0,38.188986,41.233795,2.2784158700252686,0.10526315789473684,0.0,0.010810810810810811,0.026737967914438502,0.09950248756218906,0.04712041884816754,0.09375,0.08,0.2692307692307692,0.09424083769633508,0.07653061224489796,0.15256666666666666,0.04399364239116135,0.13873015257214263,0.8079502582550049,-1686.0,-1359.0,-1512.0,-1455.0,-1542.0,2361.0,20065.261399999144
independent-evaluation,musique,2hop__253914_71986,musique::2hop__253914_71986,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,2.0,16.0,27.0,233.0,17.0,9.0,2.0,45.0,12.0,1.0,0.6666666666666666,339.0,39.066544666666665,48.751133,4.426193609250943,0.09523809523809523,0.0,0.0058997050147492625,0.02654867256637168,0.06395348837209303,0.03488372093023256,0.06069364161849711,0.07142857142857142,0.0,0.05539358600583091,0.0,0.013661111111111107,0.00042826282003415945,0.002657987204205692,0.19326579570770264,-1686.0,-1359.0,-1512.0,-1455.0,-1542.0,3037.0,18282.963999998174
independent-evaluation,musique,2hop__253914_90928,musique::2hop__253914_90928,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.6,2.0,0.6666666666666666,2.0,12.0,44.0,399.0,13.0,6.0,1.0,44.0,6.0,1.0,0.8333333333333334,163.0,38.09744366666667,41.153038,1.6375181865280837,0.125,0.0,0.012269938650306749,0.03048780487804878,0.11290322580645161,0.060240963855421686,0.0,0.0,0.5,0.0872093023255814,0.04790419161676647,0.15256666666666666,0.10590032793873168,0.17905712392439133,0.8184040784835815,-1588.0,-1343.0,-1301.0,-1594.0,-1320.0,2326.0,20075.63300000038
independent-evaluation,musique,2hop__253914_90928,musique::2hop__253914_90928,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.75,3.0,1.0,2.0,16.0,42.0,315.0,19.0,8.0,2.0,59.0,12.0,1.0,0.5833333333333334,337.0,37.18428716666667,41.153038,1.782130372144709,0.1111111111111111,0.0,0.005934718100890208,0.02373887240356083,0.07977207977207977,0.04093567251461988,0.0463768115942029,0.08333333333333333,0.38461538461538464,0.04105571847507331,0.02359882005899705,0.013661111111111107,0.0354224119388411,0.020204431238818675,0.19068236649036407,-1588.0,-1343.0,-1301.0,-1594.0,-1320.0,3034.0,22208.079100004397
independent-evaluation,musique,2hop__2545_55578,musique::2hop__2545_55578,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,22.0,166.0,22.0,7.0,1.0,22.0,6.0,1.0,1.0,225.0,27.240061,28.930508,0.906237912199293,0.23529411764705882,0.0,0.0,0.008695652173913044,0.024896265560165973,0.024896265560165973,0.0,0.0,0.3125,0.0,0.03463203463203463,0.15256666666666666,0.1049535703028125,0.1618947028726946,0.8283725380897522,-279.0,-927.0,-551.0,-640.0,-656.0,2296.0,9051.076000003377
